"kills","assists","damageDealt","timeSurvived","wins","cluster"
0,0,0,0,0,"1"
32,0,3434.2114,5442.0938,1,"1"
1873,457,255207.33,707808.3,43,"1"
2450,596,366570.7,553162.5,46,"2"
0,0,0,0,0,"1"
943,151,105586.06,164818.3,20,"1"
298,11,32042.135,67204.41,7,"1"
264,9,28453.34,44491.996,5,"1"
1875,456,216123.44,412156.38,48,"1"
17423,4744,2140356.8,4705607.5,839,"4"
185,41,25253.916,112913,2,"1"
356,44,55578.508,89577,5,"1"
121,0,14595.626,49875,1,"1"
0,0,0,0,0,"1"
1496,466,209645.31,860758,80,"2"
300,96,46981.953,97762,11,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
2600,791,365156.56,1124921.8,114,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
16,0,1509.9973,4435.8267,0,"1"
424,112,55162.18,177552.02,15,"1"
150,31,17180.951,57125.574,3,"1"
0,0,0,0,0,"1"
396,90,51501.023,71331,22,"1"
0,0,0,0,0,"1"
94,0,10943.254,25252,3,"1"
60,2,6440.4717,10329,6,"1"
859,245,121982.42,199222,31,"1"
0,0,0,0,0,"1"
554,90,76243.22,184927.3,8,"1"
326,13,38976.723,96424.72,6,"1"
214,4,27154,61796.598,7,"1"
1844,306,260936.42,568688.4,41,"1"
1593,483,250062.98,578520.06,42,"1"
82,16,10752.42,48563.324,2,"1"
700,203,103283.33,398039.38,15,"1"
57,3,7002.7656,29583.188,0,"1"
0,0,0,0,0,"1"
353,83,52106.574,130227.93,5,"1"
5157,1568,741589.9,2113096.8,245,"2"
0,0,0,0,0,"1"
121,40,21310.426,170534,5,"1"
0,0,0,0,0,"1"
4,0,440.62302,5422,0,"1"
40,22,6808.0015,108816,5,"1"
379,196,62462.562,415857,29,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
4133,1276,632878.1,1738582.8,166,"2"
0,0,0,0,0,"1"
727,180,100793.445,260807.6,40,"1"
0,0,0,0,0,"1"
339,30,40941.496,62295.46,2,"1"
0,0,0,0,0,"1"
2299,922,341719.38,1094823.9,218,"2"
0,0,0,0,0,"1"
2975,604,407940.2,1080946,59,"2"
279,4,27329.227,90008.55,5,"1"
0,0,0,0,0,"1"
2915,126,263000.4,360290.38,70,"1"
5637,1456,781610.8,2061477.1,141,"2"
0,0,0,0,0,"1"
4718,915,686260.9,3153695.8,129,"2"
0,0,0,0,0,"1"
83,5,11096.824,46842.17,2,"1"
9,1,889.43256,3466.061,0,"1"
6750,1920,1080377.4,5555336,243,"4"
0,0,0,0,0,"1"
4479,1030,729166.75,2241947,175,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
5036,1513,794402,1945212.9,232,"2"
0,0,0,0,0,"1"
1917,428,243668.33,558864.2,70,"2"
0,0,0,0,0,"1"
1071,73,129471.22,320567.5,17,"1"
0,0,0,0,0,"1"
5779,1899,743962.6,1977662.6,349,"2"
251,56,34265.027,102170.5,2,"1"
585,141,84944.31,323731.56,21,"1"
292,9,33400.914,87670.914,10,"1"
51,2,6274.751,17437.799,0,"1"
9365,1896,1242206.1,3059609.2,281,"4"
1294,435,184344.48,749676.6,50,"1"
16,6,1905.5066,5001.439,1,"1"
2778,438,380507.1,935859.06,67,"2"
730,0,78781.95,133537.98,43,"1"
1483,0,182802.08,456412.75,37,"1"
59,14,6770.1777,13307,3,"1"
1510,434,221656.62,587620.94,44,"1"
0,0,0,0,0,"1"
2449,611,380692.03,1221177.8,101,"2"
0,0,0,0,0,"1"
143,9,17773.951,63734.855,6,"1"
117,43,13998.5,41552.242,9,"1"
13032,5587,2120058.2,7362970.5,858,"3"
0,0,0,0,0,"1"
1045,187,134460.88,351925.66,31,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
10854,3004,1437253.4,4181225.2,458,"4"
0,0,0,0,0,"1"
1021,198,162076.84,467792.72,10,"1"
0,0,0,0,0,"1"
67,0,8955.652,59035,0,"1"
362,61,34574.504,106997.25,19,"1"
17571,6260,2981969.8,8797646,434,"3"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
61,30,9434.766,45894,6,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
141,59,24317.113,113431,6,"1"
0,0,7.5161176,1074,0,"1"
33,6,4712.5303,22656,0,"1"
0,0,0,0,0,"1"
6,0,558.89075,2202,0,"1"
24,13,3589.3704,19684,3,"1"
109,57,18434.441,105861,4,"1"
6,1,793.8099,1384,0,"1"
274,57,42844.555,112305,3,"1"
30,0,2724.431,3687,0,"1"
231,0,31040.1,77587,1,"1"
28,1,3387.0117,5871,1,"1"
286,70,41234.53,111589,4,"1"
2,0,110.1794,1604,0,"1"
58,12,8386.298,22686,1,"1"
0,0,0,0,0,"1"
4,0,620.99036,2499,0,"1"
50,18,6965.38,35417,0,"1"
675,243,113279.15,354129,10,"1"
17,3,2277.1138,8668,0,"1"
61,10,9351.948,38721,0,"1"
0,0,66,882,0,"1"
24,0,2725.706,8837,0,"1"
92,34,13547.177,42516,4,"1"
204,63,33950.707,117971,3,"1"
403,107,57779.223,329045.8,5,"1"
371,110,70419.97,328227.25,8,"1"
67,3,7878.3574,45542.043,2,"1"
0,0,0,0,0,"1"
1590,594,221384.2,1623690.4,106,"2"
485,216,82992.445,505425.1,34,"1"
187,47,23872.205,107253,8,"1"
1014,182,144747.92,421208,19,"1"
126,0,13204.906,44564,4,"1"
128,0,16063.013,43545,1,"1"
4038,1205,534574.25,2225629,189,"2"
3086,1139,467784.84,1851822,152,"2"
9,3,798.1979,4018,0,"1"
55,9,9867.821,31416,1,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
103,32,16467.314,51206,4,"1"
1057,338,183179.38,469896,26,"1"
0,0,0,0,0,"1"
512,143,83590.016,400470.28,9,"1"
6,0,597.80743,4621.503,1,"1"
3,0,501.42325,4597,1,"1"
101,56,14892.488,223672.25,4,"1"
524,219,85573.64,369373.44,22,"1"
0,0,0,0,0,"1"
126,46,19335.334,100505,3,"1"
0,0,0,0,0,"1"
59,0,5449.7676,9491,3,"1"
34,22,6276.906,60472,0,"1"
346,183,65666.96,384373,20,"1"
367,73,54779.375,265305,7,"1"
378,57,56543.375,150597,8,"1"
33,0,4209.927,18329,0,"1"
73,0,9409.8955,35274,1,"1"
1402,439,185322.16,788315,73,"1"
1714,605,254965.4,873449,65,"2"
0,0,0,0,0,"1"
386,68,57607.746,258954.39,7,"1"
0,0,0,0,0,"1"
22,5,3740.9624,27748.168,1,"1"
42,16,7373.5723,68864.91,1,"1"
907,323,146026.6,716575.25,56,"1"
0,0,0,0,0,"1"
347,143,64364.54,580937.9,23,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1757,886,309236.72,2143780,211,"2"
111,19,14312.102,70678.664,0,"1"
300,52,44536.32,118676.12,1,"1"
41,1,4824.925,15640.842,0,"1"
44,0,6297.292,16457.738,0,"1"
0,0,0,0,0,"1"
298,109,49633.734,114138.5,4,"1"
0,0,0,0,0,"1"
1,0,128.34999,223,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
21,1,2593.0833,6000,0,"1"
422,173,71682.38,309166,31,"1"
526,142,76975.77,370840,16,"1"
325,63,48063.27,157715,8,"1"
107,0,12981.756,52852,0,"1"
76,0,9411.135,36198,0,"1"
1553,452,211625.92,885394.56,69,"2"
2091,708,315008.94,1048865,86,"2"
0,0,50.22,2449,0,"1"
509,102,73193.62,316879,22,"1"
0,0,0,0,0,"1"
30,0,3705.58,20725,0,"1"
0,0,0,0,0,"1"
684,275,111411.47,489626,47,"1"
0,0,0,0,0,"1"
364,98,57500.41,310905.94,3,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
16947,4831,2653571.2,7085014,593,"3"
543,127,80044.25,254347,15,"1"
458,78,75458.68,167401,6,"1"
0,0,0,0,0,"1"
19,0,2372.99,3907,0,"1"
1663,646,262029.16,887868.94,62,"2"
2427,766,412401,1051463,60,"2"
26,3,2911.6885,17924,1,"1"
182,43,32008.05,119337,2,"1"
0,0,0,0,0,"1"
44,0,4211.739,10577,0,"1"
52,14,6311.5576,21197,3,"1"
676,209,94300.25,279652,33,"1"
26,2,3874.0884,13505.424,0,"1"
123,37,22223.445,86735.336,1,"1"
68,0,7693.649,18890,3,"1"
241,0,30071.213,76824.125,3,"1"
58,18,7974.7666,24700.23,1,"1"
274,90,45830.227,153649.5,6,"1"
1,0,99.89993,297,0,"1"
197,58,31770.008,116774,3,"1"
211,0,20919.23,46229,7,"1"
74,0,8122.983,29465,2,"1"
28,3,2833.987,4057,1,"1"
209,85,33877.254,115354,3,"1"
5,3,728.59344,4709,0,"1"
391,126,63584.168,302181,15,"1"
0,0,0,0,0,"1"
221,0,27404.666,110540,3,"1"
0,0,0,0,0,"1"
343,152,64313.06,278738,21,"1"
0,0,0,0,0,"1"
1168,283,167313.14,792402.1,26,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
2252,702,315119.22,1330837.8,127,"2"
0,0,0,0,0,"1"
59,11,8657.574,29422.348,1,"1"
6,0,762.46295,2241,0,"1"
0,0,0,0,0,"1"
1776,326,167374.66,262216,97,"1"
1404,726,242214.92,869293.9,52,"2"
0,0,0,0,0,"1"
68,10,8237.773,25260,3,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
114,35,14995.028,59680,2,"1"
0,0,0,0,0,"1"
642,136,103241.32,287306.12,5,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
4,1,290.1955,1561,0,"1"
1628,606,264147.78,945690.8,75,"2"
0,0,0,0,0,"1"
275,56,42540.844,122492,4,"1"
168,0,21080.645,72222,1,"1"
70,0,9376.281,25197,0,"1"
499,187,74125.625,246438.14,16,"1"
995,369,178688.27,553834,29,"1"
50,26,9405.028,128044,0,"1"
175,40,25378.908,165393,13,"1"
147,0,17621.723,151527,10,"1"
23,0,3497.6597,38344,0,"1"
1552,493,193569.78,745284,150,"2"
2721,923,413559.75,1970124,177,"2"
0,0,0,0,0,"1"
12,4,1751.609,6171,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
58,14,5765.301,12599,4,"1"
109,32,14275.206,48369,5,"1"
0,0,0,0,0,"1"
182,48,27692.639,100662.45,4,"1"
44,2,5532.0835,19957.309,1,"1"
8,1,1333.6567,4439.421,0,"1"
1350,290,191314.84,570391.5,34,"1"
1109,283,168341.67,573685.3,33,"1"
0,0,0,0,0,"1"
277,50,40614.688,99694,4,"1"
7,0,905.5393,3753,0,"1"
20,0,2261.0295,4840,0,"1"
32,3,3801.6006,14996,2,"1"
842,309,133914.22,402681,27,"1"
60,18,9589.783,39744,1,"1"
277,56,41480.367,178204,6,"1"
27,0,3886.3406,23344,0,"1"
68,0,8077.7144,39420,1,"1"
139,25,14303.648,64078,12,"1"
632,200,92773.07,335730,35,"1"
3,4,697.59326,12801,0,"1"
32,13,5117.921,39535,0,"1"
5,0,668.2176,4448,0,"1"
14,0,1816.1672,9893,1,"1"
31,14,4489.5396,33847,2,"1"
136,76,23937.588,204512,14,"1"
11,1,1225.6222,3176,1,"1"
109,41,17274.87,64969,1,"1"
2,0,364.19678,1691.218,0,"1"
11,0,1533.5979,4953,0,"1"
0,0,0,0,0,"1"
74,39,14319.411,59383,2,"1"
0,0,0,0,0,"1"
134,40,24028.951,134165,5,"1"
0,0,0,0,0,"1"
3,0,235.70535,622,0,"1"
0,0,0,0,0,"1"
248,92,42864.48,228644,15,"1"
0,0,0,0,0,"1"
36,11,6244.7705,30667,0,"1"
0,0,0,0,0,"1"
7,0,1314.2396,10404.092,0,"1"
0,0,0,0,0,"1"
139,59,24228.482,93048.836,6,"1"
0,0,0,112,0,"1"
73,14,11648.162,27034,0,"1"
0,0,0,0,0,"1"
5,0,534.19617,1472,0,"1"
98,6,10195.411,14354,3,"1"
737,252,111572.92,300869,21,"1"
0,0,0,0,0,"1"
168,35,27581.44,105237.92,3,"1"
0,0,0,0,0,"1"
12,3,2146.267,10807.976,0,"1"
0,0,0,0,0,"1"
681,238,110756.586,484274.03,37,"1"
0,0,0,1160,0,"1"
18,5,2628.043,15126,2,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
7,3,749.6965,5685,1,"1"
58,58,12898.939,114049,13,"1"
0,0,0,0,0,"1"
85,22,13338.829,74549.25,1,"1"
0,0,0,0,0,"1"
75,1,9988.071,33964.926,0,"1"
87,24,13351.005,113875.62,3,"1"
2126,589,305638.9,1173719.5,90,"2"
49,11,6458.5234,30664,0,"1"
1,0,189.67615,880,0,"1"
300,0,34927.844,194022,5,"1"
74,0,9309.465,59613,5,"1"
2340,711,328528.6,1443821,104,"2"
294,104,42227.152,196953,17,"1"
10,4,1377.5957,4359,0,"1"
467,134,68699.71,288951,10,"1"
0,0,0,0,0,"1"
270,0,31120.516,71746,3,"1"
2,2,401.3078,2051,0,"1"
457,201,71756.61,275007,20,"1"
9,1,922.75793,3349,0,"1"
6,2,1294.3562,8149,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
44,16,6132.9326,34449,3,"1"
120,42,20204.988,129289,4,"1"
0,0,0,0,0,"1"
57,16,10561.841,51915,0,"1"
0,0,0,0,0,"1"
18,0,2170.778,8813,0,"1"
16,6,2352.0586,23865.068,0,"1"
292,160,51536.42,269077,17,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
76,39,11821.231,119300,11,"1"
111,24,14420.216,66249,6,"1"
104,35,16541.008,72457,3,"1"
105,0,10863.838,22156,3,"1"
19,0,2684.808,5397,0,"1"
4028,1036,519540.3,2148425.2,166,"2"
2824,910,408260.12,1461501,130,"2"
0,0,0,0,0,"1"
1329,370,186669.05,588588,12,"1"
0,0,0,0,0,"1"
53,0,5105.1846,8249.908,2,"1"
0,0,0,0,0,"1"
1523,598,215898.28,721385.7,48,"1"
0,0,0,0,0,"1"
60,10,9189.165,64900,0,"1"
0,0,0,0,0,"1"
45,0,4746.1367,22595,0,"1"
5,3,827.30536,5117,0,"1"
436,175,66398.79,432668,40,"1"
0,1,28.91594,454,0,"1"
223,74,31348.889,140460,6,"1"
1,0,145.84,465,0,"1"
70,0,7240.233,25261,0,"1"
0,0,0,0,0,"1"
200,92,38294.805,269482,21,"1"
675,140,90699.86,280435.94,13,"1"
87,12,11509.798,41939.47,2,"1"
0,0,0,0,0,"1"
5,0,704.18616,2883,0,"1"
13396,3905,2023736.1,8274386,473,"4"
2559,942,442916.1,1397138.8,105,"2"
369,89,52144.5,258585,17,"1"
35,15,5465.158,29097,2,"1"
3,0,190.12881,2552,0,"1"
1,0,187.91806,1292,0,"1"
3931,1624,621001.1,3562453,347,"2"
320,116,53899.668,234302,17,"1"
0,0,0,0,0,"1"
847,181,125662.71,408233.2,15,"1"
0,0,0,0,0,"1"
497,0,63103.2,174463,7,"1"
0,0,0,0,0,"1"
1025,351,155702.55,519551,37,"1"
18,0,2030.5454,11916,0,"1"
870,169,136917.36,521927,19,"1"
38,0,4207.3677,8067,2,"1"
121,0,17129.707,71262,2,"1"
8,1,1137.2208,2035,0,"1"
886,258,141827.62,486070,30,"1"
0,0,0,0,0,"1"
26,5,3884.086,8015,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
31,1,2743.5686,2694,1,"1"
45,17,7520.0615,17846,2,"1"
7,6,1739.5698,10655,0,"1"
9,1,1599.3483,8850,0,"1"
0,0,0,0,0,"1"
0,0,0,820,0,"1"
170,42,24826.08,99059,11,"1"
134,64,23508.05,102920,6,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
3629,298,350402.78,693192.4,268,"2"
7318,1869,958927.25,2753056.5,178,"4"
2,1,522.4243,2621,0,"1"
12,4,2487.8945,15179,0,"1"
0,0,0,0,0,"1"
0,0,46.167267,2071,0,"1"
61,11,7326.1997,27568,1,"1"
164,69,27943.662,121772,3,"1"
41,7,4587.763,17775,1,"1"
50,10,8047.8047,30703,1,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
106,34,12062.83,46092,11,"1"
392,92,57600.82,187665,15,"1"
4,2,567.59576,3995,0,"1"
27,7,4253.155,17256,0,"1"
3,0,255.65,400,0,"1"
0,0,0,0,0,"1"
267,116,36186.688,171080,12,"1"
893,412,147594.97,589507,32,"1"
0,0,0,0,0,"1"
201,74,35955.37,122273,6,"1"
2,0,208,1360,0,"1"
290,0,40114.703,149376,3,"1"
28,5,3625.763,16124,1,"1"
1682,772,291855.97,1158101,104,"2"
7,0,1012.2018,1407,0,"1"
127,13,19031.92,40406,2,"1"
2,0,228.6253,381,0,"1"
1,0,91.138504,516,0,"1"
37,5,5185.1567,12361,0,"1"
267,89,42068.4,108698,8,"1"
0,0,0,0,0,"1"
1,3,345.91,1670,0,"1"
0,0,0,0,0,"1"
15,0,2653.2488,11494,0,"1"
9,5,916.0738,3700,2,"1"
54,40,12159.982,94554,9,"1"
238,71,37805.773,144397,8,"1"
348,71,57568.44,173664,5,"1"
127,0,14056.26,31883,5,"1"
76,0,10876.225,31588,2,"1"
1640,467,247534.14,894670,78,"2"
1983,531,339053.22,928800,57,"2"
0,0,0,0,0,"1"
127,19,15579.038,51758,3,"1"
0,0,0,0,0,"1"
23,0,3039.681,11674,0,"1"
27,2,2375.6184,5004,1,"1"
849,248,121510.57,354541,24,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1876,497,290439.5,862277.2,51,"2"
0,0,0,0,0,"1"
11,4,1990.3745,13897,0,"1"
0,0,0,0,0,"1"
0,0,0,574,0,"1"
13,2,1212.5098,6083,2,"1"
342,165,57349.47,337681,25,"1"
89,17,10374.189,45417,4,"1"
192,44,23087.86,79946,2,"1"
0,0,0,0,0,"1"
13,0,1636.3958,7421,0,"1"
162,46,21084.37,99102,2,"1"
683,269,119202.95,425924,32,"1"
0,0,0,0,0,"1"
1233,232,184150.45,528201,21,"1"
0,0,0,0,0,"1"
149,0,18259.164,74354,1,"1"
0,0,0,0,0,"1"
2086,372,316368.25,917061,69,"2"
0,0,0,0,0,"1"
73,18,9802.588,30121,2,"1"
63,0,6344.4375,10495,1,"1"
98,0,11444.659,48361,3,"1"
243,15,23330.748,31036,6,"1"
162,90,24659.838,100188,3,"1"
0,0,0,0,0,"1"
274,67,45182.938,185976,9,"1"
1,0,164.328,746,0,"1"
1,0,277.0381,1684,0,"1"
0,0,0,0,0,"1"
674,274,119759.85,445936,28,"1"
4,1,567.7945,2277,0,"1"
294,76,50526.22,164053,8,"1"
0,0,0,0,0,"1"
20,0,1891.0516,3150,1,"1"
0,0,0,0,0,"1"
291,85,53155.637,164954,12,"1"
0,0,0,0,0,"1"
36,9,4617.114,31786.834,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
8097,3664,1316580.2,6639383,621,"4"
264,56,38648.88,182522.12,11,"1"
309,78,45876.02,192034,6,"1"
140,2,17091.156,75872.836,2,"1"
165,0,20114.34,78322,3,"1"
846,273,113427.05,718814.75,61,"1"
446,126,70251.14,271862.2,21,"1"
0,0,0,0,0,"1"
234,39,33371.27,113301,3,"1"
0,0,0,0,0,"1"
87,0,11643.444,41006,1,"1"
10,0,887.3358,2271,1,"1"
211,74,33399.965,109316,5,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
9,0,1582.8994,15264.316,0,"1"
1738,681,266572.8,1995772.1,75,"2"
2808,889,427149.28,1899193.8,115,"2"
0,0,44.4,1159,0,"1"
218,59,34298.062,95354,3,"1"
16,0,1629.4132,2527,1,"1"
11,0,1338.31,3657,0,"1"
72,20,10123.256,27687,7,"1"
4320,2234,789428.44,2248413,184,"2"
92,23,13027.315,91274,3,"1"
34,12,6389.4907,51897,1,"1"
1,0,100,1971,0,"1"
2,0,464.67053,766,0,"1"
456,202,76852.64,471929,61,"1"
259,153,54897.977,306341,22,"1"
0,0,0,0,0,"1"
406,113,62341.418,304153.47,25,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1679,574,274819.6,1247957.8,86,"2"
0,0,0,0,0,"1"
4,0,474.17865,4069,0,"1"
0,0,0,0,0,"1"
15,0,1519.3977,1538,1,"1"
8,3,688.57336,2772,1,"1"
206,134,35051.566,204213,9,"1"
18,13,3954.7563,14915,1,"1"
18,3,2626.023,9235,0,"1"
0,0,0,659,0,"1"
0,0,0,0,0,"1"
229,64,32583.455,119100,5,"1"
387,153,65233.344,223231,9,"1"
0,0,0,0,0,"1"
120,36,21834.309,154173.23,3,"1"
80,9,11882.207,77764,0,"1"
203,17,28955.904,199258.27,3,"1"
148,37,21436.92,144470.06,6,"1"
2205,823,348624.44,1374456.2,100,"2"
239,62,36670.26,213061,8,"1"
379,95,56745.883,247841,7,"1"
3,0,246.61757,1240,0,"1"
4,0,526.6107,1394,0,"1"
261,113,44734.508,232677,18,"1"
289,146,50231.324,244779,9,"1"
2,0,349.02307,980,0,"1"
269,82,47905.676,255029,6,"1"
4,0,516.55334,4884,0,"1"
255,0,34727.28,158857,5,"1"
11,12,1929.1613,20902,2,"1"
959,462,170330.47,748905,57,"1"
8,2,1437.6166,61643.176,0,"1"
55,24,9849.039,160768.2,3,"1"
0,0,98.171555,3544.251,0,"1"
13,3,2073.4175,40944.164,0,"1"
78,78,15993.773,446686.56,10,"1"
10975,4511,1641859.9,12474372,1193,"3"
582,159,85299.33,372043,17,"1"
315,61,43582.66,150587,9,"1"
53,0,6808.546,24554,1,"1"
49,0,5767.4487,17479,0,"1"
1579,486,221091.12,936695,49,"2"
1866,658,281320.78,990314,87,"2"
313,122,40723.47,301851.7,9,"1"
150,34,22369.773,80768.07,3,"1"
0,0,0,0,0,"1"
25,0,3523.1067,4561.4297,0,"1"
4216,2258,578789.4,4325716,243,"4"
1504,558,203041.45,1173541.4,71,"2"
108,37,14858.995,82804,0,"1"
56,18,10840.008,54656,1,"1"
0,0,24.6,1793,0,"1"
11,0,1349.8871,4527,0,"1"
450,141,59827.414,267363,26,"1"
302,135,46084.32,224535,14,"1"
0,0,0,0,0,"1"
132,41,19454.377,132035,6,"1"
4,0,325.9494,1570,1,"1"
19,0,1834.8718,10225,1,"1"
7,4,819.6221,4551,0,"1"
519,246,87136.74,548221,48,"1"
0,0,0,0,0,"1"
362,68,57171.258,194062.03,9,"1"
0,0,0,0,0,"1"
6,0,822.2275,4165,0,"1"
0,0,0,0,0,"1"
598,180,102684.945,332129.75,20,"1"
125,31,15296.054,56368.5,3,"1"
786,139,108892.305,275576,10,"1"
0,0,0,0,0,"1"
440,0,53011.54,125878,5,"1"
0,0,0,0,0,"1"
372,101,53245.125,134076,5,"1"
0,0,0,0,0,"1"
99,27,16532.629,54994,0,"1"
1,0,114.5125,973,0,"1"
5,0,858.4322,2499,0,"1"
122,48,16232.011,70378,5,"1"
598,220,91504.94,344651,20,"1"
0,0,0,0,0,"1"
91,23,13594.493,48020.44,0,"1"
0,0,0,0,0,"1"
122,4,17385.516,101551.04,0,"1"
0,0,0,0,0,"1"
2218,724,394343.9,2201869.2,75,"2"
0,0,0,0,0,"1"
155,34,28789.332,110434,5,"1"
0,0,0,0,0,"1"
28,0,3448.0405,11909,0,"1"
16,2,1626.0123,4618,0,"1"
323,103,58186.445,207923,18,"1"
12,1,1519.6407,5853,0,"1"
331,72,49048.348,204078,6,"1"
0,0,0,0,0,"1"
149,0,18582.436,88044,2,"1"
74,20,7541.9927,25490,7,"1"
472,176,71710.53,287639,14,"1"
49,11,6590.5083,26746,1,"1"
48,16,7655.0527,32165,1,"1"
3,0,326.4,1723,0,"1"
16,0,1857.9907,7298,0,"1"
196,101,27485.518,119384,6,"1"
394,146,60618.438,248471,16,"1"
0,0,0,0,0,"1"
331,46,52921.008,104802,0,"1"
25,0,2647.3982,6552,2,"1"
524,0,71594.61,186351,3,"1"
0,0,0,0,0,"1"
35,2,4384.1055,11425,2,"1"
12,0,1573.3584,2956,0,"1"
306,68,38550.266,88091.21,11,"1"
17,0,1808.9225,3799,0,"1"
31,0,4696.5566,12800,0,"1"
470,39,42783.273,78424.16,18,"1"
1794,475,278133.5,688139,22,"1"
1538,223,213227.84,444711.5,18,"1"
2437,484,373763.56,870773.7,29,"2"
2744,13,325322.84,654130.4,44,"1"
687,3,88498.59,193557.9,7,"1"
2776,609,437041.2,918322.2,45,"2"
3203,950,523797.3,1264856.8,58,"2"
0,0,0,0,0,"1"
831,269,130230.28,537519.6,22,"1"
1514,0,193241.39,1623910,22,"1"
31,0,3964.1392,38017,0,"1"
0,0,0,0,0,"1"
331,187,59519.07,250097.89,13,"1"
0,0,253.08878,334,0,"1"
12,5,2273.4575,3965,0,"1"
5,0,757.9348,3108,1,"1"
45,0,6396.2593,7596,0,"1"
1,2,326.16122,4600,1,"1"
178,41,26444.195,34302,4,"1"
17,1,2072.8984,8502,0,"1"
103,23,15487.997,49246,0,"1"
11,0,1780.6868,9191,0,"1"
28,0,3360.1985,17856,0,"1"
195,27,27411.082,96825,10,"1"
504,113,77316.2,248068,23,"1"
0,0,0,0,0,"1"
36,12,7657.806,50637,1,"1"
0,0,0,0,0,"1"
8,0,1005.92224,6523,0,"1"
0,0,0,0,0,"1"
296,144,41041.914,222688,11,"1"
0,0,0,0,0,"1"
982,403,195715.67,2196398.2,18,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
5,5,691.08105,4524.932,2,"1"
2894,1141,551912.06,5071414.5,140,"2"
0,0,0,0,0,"1"
3675,489,459864.78,915024.9,71,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
4635,806,634651.6,1239969.5,81,"2"
0,0,0,0,0,"1"
268,34,39703.492,149332,6,"1"
0,0,0,0,0,"1"
26,0,4076.9954,20168,0,"1"
658,218,111381.266,1062350.5,33,"1"
1317,330,214987.62,982063.25,36,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
471,140,78212.45,110530,18,"1"
0,0,0,0,0,"1"
171,35,25335.01,119275.51,4,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
6,4,1109.4088,4311.758,1,"1"
377,107,50813.867,212520.83,10,"1"
19,7,3038.8416,23872.418,1,"1"
338,57,45443.008,89996.516,1,"1"
36,4,5071.195,32468.314,0,"1"
164,2,19623.926,49481.574,0,"1"
40,11,7186.805,26946.72,0,"1"
514,119,68390.836,145512.52,9,"1"
2565,522,334384.66,1139975,73,"2"
453,76,67874.516,171804.19,6,"1"
2823,121,339592.22,1363531,30,"2"
44,0,5979.0444,13561.988,0,"1"
9266,3376,1325763.6,4896182,349,"4"
1203,367,182201.72,524580.44,43,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
12,0,1839.8903,26231.498,0,"1"
78,15,9235.716,63509.652,1,"1"
69,21,10141.494,78960.06,2,"1"
0,0,0,0,0,"1"
180,50,25359.68,99582.77,4,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
