"kills","assists","damageDealt","timeSurvived","wins","cluster"
11,4,2465.8882,20840.266,0,"1"
0,0,0,0,0,"1"
28,7,2832.55,14706,1,"1"
0,0,0,0,0,"1"
12,0,1374.9825,5882,1,"1"
0,0,0,0,0,"1"
21,1,1928.1401,5234,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
57,0,6430.0723,28697.121,0,"1"
13,4,1834.1492,11794.059,1,"1"
2054,487,245885.31,1155145.6,115,"2"
0,0,0,0,0,"1"
2344,449,247953.2,652336.3,150,"2"
0,0,0,0,0,"1"
6,0,703.32,942,0,"1"
0,0,0,0,0,"1"
1562,665,208387.47,909221.06,116,"2"
2,0,356.61905,1700,0,"1"
1,0,100,1268,0,"1"
4,0,455.49237,1309,0,"1"
0,0,0,772,0,"1"
1525,258,157858.78,467286,130,"1"
87,3,8997.018,315421,5,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
5078,1686,812269.56,2914946,206,"2"
0,0,0,0,0,"1"
87,20,12585.246,40178.1,5,"1"
12,0,1041.2505,1089,1,"1"
35,0,3826.7063,4988.867,0,"1"
2,2,314.5315,989,1,"1"
358,120,70469.555,298369.16,9,"1"
0,0,0,0,0,"1"
25,1,2882.361,5569,0,"1"
41,0,4219.5605,13803,0,"1"
156,0,15551.815,25046,3,"1"
975,209,121986.125,434005,28,"1"
2306,674,326419.06,1193423,123,"2"
8,4,1322.333,7393,0,"1"
5,2,373.7565,1070,0,"1"
48,0,4529.7207,28415.965,1,"1"
10,0,1199.2609,4283,0,"1"
74,57,14584.407,113061,9,"1"
58,36,12890.1455,124303,4,"1"
0,0,0,0,0,"1"
67,3,5898.8057,15555,2,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
60,27,7864.199,40670,4,"1"
82,46,11055.362,111235,14,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1,0,127.72,221,0,"1"
101,0,10933.613,19060,2,"1"
148,28,25670.604,79340,3,"1"
780,224,134782.8,468243,33,"1"
285,27,35132.723,87084,4,"1"
230,35,26939.406,62962,6,"1"
91,0,9423.542,19767,2,"1"
49,0,4806.911,10710,0,"1"
2312,660,368443.62,1192385,52,"2"
887,243,127812.19,454954,45,"1"
1276,171,161907.12,444537,19,"1"
74,5,7189.166,12486,4,"1"
756,0,87728.62,223227,10,"1"
298,0,29594.098,49414,8,"1"
412,104,57097.727,194153.73,6,"1"
430,158,65972.62,242102,21,"1"
0,0,0,0,0,"1"
8,1,879.2805,1449,1,"1"
0,0,0,0,0,"1"
8,0,1134.5878,2507,0,"1"
18,3,1783.6108,2783,1,"1"
78,13,11110.628,43797,2,"1"
0,0,0,0,0,"1"
287,57,36566.133,143681.4,18,"1"
0,0,0,0,0,"1"
265,0,27681.012,54540.555,8,"1"
0,0,0,0,0,"1"
408,141,64694.742,337962.44,14,"1"
0,0,0,0,0,"1"
5781,1079,684636.6,1657035.4,307,"2"
0,0,0,0,0,"1"
66,0,7490.108,23022.273,1,"1"
0,0,0,0,0,"1"
2518,892,386768.53,1403686.5,150,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
973,212,146277.34,538802.6,25,"1"
4357,915,611257.44,1925419.5,160,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
67,0,6613.0815,3123.5151,0,"1"
0,0,0,0,0,"1"
152,29,16518.832,89433.875,7,"1"
0,0,0,0,0,"1"
1008,215,138169.05,522472,12,"1"
0,0,0,0,0,"1"
552,16,59982.723,136951.94,1,"1"
0,0,0,0,0,"1"
1399,490,205413.98,961070,42,"1"
4,1,628.4115,5357.685,0,"1"
2184,365,275782.03,1394062.1,37,"2"
0,0,0,0,0,"1"
754,34,90274.86,498872.1,14,"1"
1,0,182.15207,1162.958,0,"1"
11853,2875,1579784.4,8750251,368,"4"
2,0,144.9,1236.97,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
387,128,51771.254,288610.88,16,"1"
0,0,0,0,0,"1"
315,31,37798.18,59337,8,"1"
0,0,0,0,0,"1"
1963,0,230783.66,535611,29,"1"
0,0,0,0,0,"1"
2096,596,265723.06,521860,63,"2"
4202,1062,548797.2,792971,135,"2"
682,143,112195.59,368306,5,"1"
0,0,0,0,0,"1"
8,0,748.6311,1271,1,"1"
0,0,0,0,0,"1"
23,7,3513.261,14629,2,"1"
0,0,0,0,0,"1"
2198,580,333751.5,1850105.6,71,"2"
0,0,0,0,0,"1"
63,1,8195.674,43641.45,1,"1"
0,0,0,0,0,"1"
1343,533,225920.92,1179005.2,74,"2"
0,0,0,1307,0,"1"
358,78,48691.26,232383,13,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1175,272,152624.42,496701,58,"1"
0,0,0,0,0,"1"
383,69,51371.055,155542,5,"1"
0,0,0,0,0,"1"
2,0,319.34,1175,0,"1"
0,0,0,0,0,"1"
373,145,57961.793,164381,12,"1"
0,0,0,0,0,"1"
18,1,3383.5503,15770,1,"1"
0,0,0,0,0,"1"
9,0,1162.878,17762,0,"1"
0,0,0,0,0,"1"
3480,1205,552773.7,2292765,149,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
614,207,85780.01,189908.34,16,"1"
1,0,223.051,2260.026,0,"1"
106,13,15306.602,34998.598,1,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
109,16,13354.765,16013.291,3,"1"
27,5,3683.8833,6126.683,1,"1"
775,119,105708.89,214153.3,29,"1"
162,30,21237.17,30264.883,1,"1"
132,7,15663.948,35581.98,2,"1"
435,28,49777.234,91366.984,13,"1"
23682,8390,3307407,7774632.5,1803,"3"
1432,377,206134.78,469163.47,71,"1"
625,105,85454.3,380642,15,"1"
0,0,0,0,0,"1"
806,0,92949.67,434860,17,"1"
3,0,347.8868,1149,0,"1"
1041,301,173787.97,583509,57,"1"
0,0,0,0,0,"1"
3537,801,464179.06,1373680.4,194,"2"
13,2,1159.502,2975.084,1,"1"
271,21,31501.162,82480.27,6,"1"
0,0,0,0,0,"1"
9910,3700,1447214.8,4555371,772,"4"
23,2,2521.9094,4208.0566,2,"1"
379,44,45270.75,94347,15,"1"
0,0,0,0,0,"1"
0,0,0,2291,0,"1"
0,0,0,0,0,"1"
4047,1066,543615.9,1268543.8,243,"2"
37,9,4266.634,7812,3,"1"
1581,259,201167.67,436703.28,47,"1"
115,24,14339.21,36394.875,4,"1"
577,19,64204.98,166224.06,18,"1"
7,2,1012.0503,2028.4219,0,"1"
3553,1029,482849.78,1195280.6,134,"2"
368,87,45875.977,86564.78,15,"1"
41,7,5388.793,9008,0,"1"
34,0,3481.6663,11704.168,0,"1"
0,0,0,0,0,"1"
11,0,1023.4478,2745.565,0,"1"
393,112,53565.637,104137,17,"1"
709,216,97849.58,217932.62,30,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
37,4,5318.899,36226.746,0,"1"
0,0,0,0,0,"1"
313,96,42185.918,195177.97,12,"1"
0,0,0,0,0,"1"
0,0,110.36946,2740,0,"1"
0,0,0,0,0,"1"
46,0,6339.045,21329,0,"1"
0,0,0,0,0,"1"
1021,474,171890.8,717774,54,"1"
0,0,0,0,0,"1"
143,48,19238.938,73239.62,4,"1"
7,0,713.45825,6456.8774,0,"1"
11,0,1656.551,11662.828,0,"1"
0,0,0,0,0,"1"
3093,1490,490786.62,3272065,196,"2"
2,0,415.32953,9264.754,0,"1"
219,26,30599.127,73261,3,"1"
16,4,1671.8838,2108,1,"1"
95,0,10592.463,20322,2,"1"
0,0,0,0,0,"1"
419,80,57882.465,139940,4,"1"
63,8,7991.261,9903,0,"1"
348,80,52104.223,265164.3,7,"1"
0,0,0,0,0,"1"
57,0,7414.6777,34230.062,0,"1"
0,0,0,0,0,"1"
1414,428,189508.22,872811.44,61,"1"
0,0,0,0,0,"1"
102,13,13584.943,54785,4,"1"
0,0,0,0,0,"1"
8,0,891.62415,3671,0,"1"
0,0,0,0,0,"1"
688,192,100351.65,222860,24,"1"
2,1,376.26743,2045,0,"1"
1022,51,106537.49,133092.12,5,"1"
116,18,12725.426,21918.1,0,"1"
72,0,8808.967,24736.318,0,"1"
81,0,8815.335,18107.465,0,"1"
7979,1379,932394.94,1682195,225,"2"
2512,593,312450.22,672957.75,76,"2"
183,16,26027.662,143414,0,"1"
0,0,0,0,0,"1"
2,0,221.45,4505,0,"1"
0,0,0,0,0,"1"
1371,389,205749.3,1005009,66,"2"
0,0,0,0,0,"1"
2,0,221.07466,756,0,"1"
0,0,0,0,0,"1"
65,0,6944.6924,14608.789,2,"1"
0,0,0,0,0,"1"
395,40,42743.598,60846.387,21,"1"
13,0,1097.7552,3081,2,"1"
125,18,15727.55,27009,1,"1"
0,0,0,0,0,"1"
0,0,0,3014.336,0,"1"
0,0,0,0,0,"1"
773,206,103414.58,213530.27,18,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1,0,100,836.84,0,"1"
0,0,0,0,0,"1"
512,198,65266.09,236000.44,36,"1"
8,2,789.9628,4352,0,"1"
32,7,6589.154,19247.438,0,"1"
4,1,382.2752,1616,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
216,60,31183.941,115608.55,5,"1"
2,2,50.944504,391.879,0,"1"
80,17,11597.719,60325.16,4,"1"
0,0,0,0,0,"1"
326,0,31705.123,89192.51,9,"1"
0,0,0,0,0,"1"
2515,1122,390797.2,961627,154,"2"
22,4,2409.1704,3733.586,2,"1"
259,82,39489.05,141279.31,10,"1"
0,0,0,0,0,"1"
354,1,39317.75,141372.9,5,"1"
0,0,0,0,0,"1"
1275,486,187352.34,726372.6,59,"1"
0,0,0,0,0,"1"
862,226,109609.96,352655.34,36,"1"
27,5,2830.2864,7035.576,0,"1"
352,16,38873.945,126730.66,13,"1"
0,0,0,0,0,"1"
11237,5256,1474589,5552281.5,1169,"4"
70,29,9851.866,35187.812,6,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
293,17,34892.848,141693.55,8,"1"
0,0,0,0,0,"1"
3925,2034,523735.1,2645572.2,392,"2"
0,0,0,0,0,"1"
286,56,40024.71,101690,5,"1"
33,3,2986.8052,7516,2,"1"
396,0,43419.977,102406,5,"1"
305,0,27832.307,48989,12,"1"
2832,804,401405.5,1139479.9,91,"2"
916,165,111513.28,296814.7,46,"1"
17,2,2318.3704,4400,1,"1"
0,0,0,0,0,"1"
32,0,4106.6523,8295,0,"1"
0,0,0,0,0,"1"
2791,849,430746.97,2157041.5,104,"2"
0,0,0,0,0,"1"
39,10,4883.787,31349.71,1,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
4322,1317,582514.5,1943292.2,182,"2"
39,10,4319.1235,13129,2,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
7389,691,739566.4,1415969,376,"2"
0,0,0,0,0,"1"
762,112,99442.734,254340.92,23,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
21686,9175,2788569,10412048,2125,"3"
0,0,0,0,0,"1"
80,10,11525.102,33945,2,"1"
0,0,0,0,0,"1"
14,0,1519.376,3107,0,"1"
0,0,0,0,0,"1"
4190,1171,649523.3,1637052,90,"2"
3,2,346.18027,511,0,"1"
38,1,5592.1514,15120.28,0,"1"
0,0,0,0,0,"1"
22,0,2335.365,10470.213,0,"1"
0,0,0,0,0,"1"
1987,657,280776.72,1077792,96,"2"
412,104,48932.09,88703.484,14,"1"
30,3,3762.4412,7593,0,"1"
0,0,0,0,0,"1"
1,0,183.64,1353,0,"1"
0,0,0,0,0,"1"
1848,572,257702.94,707099.2,77,"2"
0,0,0,0,0,"1"
252,84,36304.504,183661.81,12,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
3840,3155,591598.06,3186041.5,505,"4"
0,0,0,0,0,"1"
21,12,2816.4238,18444.916,1,"1"
0,0,0,0,0,"1"
12,0,1537.5078,12309,1,"1"
0,0,0,0,0,"1"
382,116,48360.562,191213.75,28,"1"
0,0,0,0,0,"1"
633,126,80521.93,295910.3,24,"1"
17,5,1931.8197,5751.745,2,"1"
124,7,14550.658,64867.11,2,"1"
8,0,870.2818,1892.0339,0,"1"
2368,765,329573.66,1140061.4,126,"2"
362,130,48313.45,95440.41,13,"1"
35,8,5485.1245,10849,1,"1"
0,0,0,0,0,"1"
4,0,558.2567,937,0,"1"
0,0,0,0,0,"1"
1737,607,245389.17,734299,68,"2"
0,0,0,0,0,"1"
744,158,101216.29,404664.78,30,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
11,1,1214.2598,5141.58,1,"1"
4578,1864,640637.9,1954186.6,369,"2"
538,144,76217.66,217093.34,39,"1"
78,10,10172.953,29980,2,"1"
0,0,0,0,0,"1"
57,0,6582.0913,24703,3,"1"
0,0,0,0,0,"1"
1521,456,231810.9,878984,38,"1"
4,1,397.47958,1573,1,"1"
400,93,56903.215,154283.08,15,"1"
9,2,1528.6454,7468,0,"1"
277,11,36747.4,207193.55,3,"1"
0,0,0,0,0,"1"
4489,2157,691392.3,2328624.2,356,"2"
394,189,63902.324,204973,29,"1"
135,21,16157.262,44751.734,2,"1"
0,0,0,0,0,"1"
133,0,14193.098,31137.371,1,"1"
0,0,0,0,0,"1"
517,123,64155.242,251963.45,14,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1120,304,114399.555,271312,67,"1"
0,0,0,0,0,"1"
15,4,2218.1936,4298.005,0,"1"
3,1,655.96216,1736,0,"1"
22,0,2407.3945,4934.948,0,"1"
0,0,0,0,0,"1"
3352,461,380555.72,1058127.2,156,"2"
11,2,1127.9304,3201.851,1,"1"
668,171,96791.55,474459.56,17,"1"
0,0,0,0,0,"1"
277,5,35258.17,153442.39,11,"1"
0,0,0,0,0,"1"
17373,3049,2093663.2,6008995.5,938,"4"
0,0,0,0,0,"1"
61,6,7786.436,19511,5,"1"
0,0,0,0,0,"1"
17,0,1658.2113,2300,0,"1"
0,0,0,0,0,"1"
3556,809,462268.78,1049631.8,175,"2"
45,20,6357.3286,9501,3,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
2151,783,348341.28,1653732,54,"2"
449,181,74730.23,388517.2,17,"1"
5,1,675.92,1546,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
314,57,37596.37,64172,5,"1"
0,0,0,0,0,"1"
154,44,21427.39,136626.02,4,"1"
0,0,0,0,0,"1"
30,0,3483.9546,25173.191,0,"1"
0,0,0,0,0,"1"
1504,581,198466.55,1042008.25,144,"2"
4,0,319.8691,1236,1,"1"
180,25,21583.088,31299,3,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
982,200,139507.97,256456.12,29,"1"
22,5,2628.2874,4681,1,"1"
285,64,37512.6,156505,14,"1"
0,0,0,0,0,"1"
359,0,35658.586,68972,6,"1"
0,0,0,0,0,"1"
928,225,127774.02,395172,33,"1"
0,0,0,0,0,"1"
346,106,44747.19,205698,15,"1"
3,5,523.0457,1369,0,"1"
69,0,7915.1035,22223,1,"1"
0,0,0,0,0,"1"
3784,2459,503178.72,2536746,460,"4"
1,0,50.29349,114,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
2179,815,338402.22,2055689.4,85,"2"
0,0,0,0,0,"1"
182,50,23225.55,77584.1,5,"1"
1098,295,139848.75,381750.88,54,"1"
10,4,1747.3536,5646.0166,0,"1"
1,0,233.87,526.739,0,"1"
106,37,14582.119,43664.29,4,"1"
489,239,74886.33,283290.22,29,"1"
123,26,16776.203,40598.46,3,"1"
0,0,0,0,0,"1"
213,15,26643.229,86220.51,1,"1"
0,0,0,0,0,"1"
8590,3192,1291278,4944532.5,782,"4"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
699,192,102186.23,441245,32,"1"
6,2,616.80145,2896,0,"1"
16,0,2052.9524,20160,0,"1"
25,0,2587.965,11291,0,"1"
4786,1842,655309.56,3031728,435,"4"
194,88,23897.29,140678,31,"1"
256,66,33226.29,159782,9,"1"
0,0,0,0,0,"1"
36,0,3743.8591,12560,0,"1"
0,0,0,0,0,"1"
5816,2453,806674.1,4079498,419,"4"
2,2,462.41473,2098,1,"1"
91,31,13704.227,65886.68,4,"1"
0,0,0,0,0,"1"
214,9,23779.326,160460.58,1,"1"
0,0,0,0,0,"1"
4712,972,560390.1,2012721.8,326,"2"
0,0,0,0,0,"1"
397,61,49739.707,142566.56,3,"1"
0,0,0,0,0,"1"
142,8,17220.844,144001.7,1,"1"
0,0,0,0,0,"1"
4599,1392,635328.4,2757955,142,"2"
0,0,0,0,0,"1"
5,1,719.69934,4995,1,"1"
0,0,0,0,0,"1"
3,0,326.52,936,0,"1"
0,0,0,0,0,"1"
79,18,9602.303,32742,2,"1"
0,0,0,0,0,"1"
27,9,4833.4067,23850,1,"1"
0,0,0,0,0,"1"
0,0,156.01993,1530,0,"1"
0,0,0,0,0,"1"
586,204,84898.195,433796,45,"1"
0,0,0,0,0,"1"
2687,889,398190.16,1626464.9,61,"2"
5,1,593.094,2538,0,"1"
1424,87,176411.31,1258377.8,23,"1"
0,0,35.68972,85,0,"1"
7264,3014,1059039.4,4992015,315,"4"
12,7,1641.9288,10068.503,0,"1"
302,41,40258.457,126326,0,"1"
0,0,0,0,0,"1"
104,0,12307.9,47389,0,"1"
0,0,0,0,0,"1"
917,138,102999.58,287762,57,"1"
0,0,0,0,0,"1"
1511,322,214745.88,949236,56,"1"
12,2,1064.5857,7801,0,"1"
199,1,27060.242,143211.39,0,"1"
0,0,0,0,0,"1"
6891,2414,996573,4424733.5,359,"4"
33,12,3939.6138,16642,2,"1"
58,13,6771.7925,43979.86,0,"1"
0,0,0,0,0,"1"
30,0,3287.3933,13095,1,"1"
0,0,0,0,0,"1"
1295,524,188909.1,1078133.6,54,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
193,68,29710.969,115682,10,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
278,52,37560.004,146776,15,"1"
0,0,0,80,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
31,3,4930.302,24058.465,0,"1"
0,0,0,0,0,"1"
3954,1494,585422.44,3581751.5,147,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
6847,1972,952102.06,2552377.2,254,"4"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
3,0,217.85445,1252,0,"1"
0,0,0,0,0,"1"
1074,167,137198.97,506332,63,"1"
0,0,0,0,0,"1"
410,85,59205.254,184683.45,9,"1"
0,0,0,0,0,"1"
672,31,85072.36,204168.62,9,"1"
0,0,0,0,0,"1"
1229,341,183836.53,598121.1,24,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
3920,1505,561480.94,2607432.5,166,"2"
0,0,0,0,0,"1"
82,6,10733.033,37924.574,1,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
3651,1330,584868.25,3758075,161,"2"
2,0,200,401,0,"1"
59,6,6565.228,10810,0,"1"
0,2,96.23999,149,0,"1"
0,0,0,194,0,"1"
0,0,0,0,0,"1"
7986,2952,1072351.4,2265241,248,"4"
160,50,20674.008,51074,5,"1"
92,15,10929.726,49196,4,"1"
3,0,440.4963,882,0,"1"
13,0,1682.5092,11111,0,"1"
0,0,0,0,0,"1"
880,203,111191.9,352175.62,45,"1"
61,14,8684.159,34170,5,"1"
721,144,94160.53,370959.06,9,"1"
31,5,3927.1265,11327.263,0,"1"
88,5,10776.767,44178.562,2,"1"
0,0,0,0,0,"1"
5284,1901,715458.94,3629858.8,236,"4"
7,7,1254.0436,6474.7847,1,"1"
70,12,9478.054,22553,2,"1"
0,0,0,0,0,"1"
8,0,1476.8555,7243,1,"1"
0,0,0,0,0,"1"
2054,551,258975.06,826134,102,"2"
12,5,2515.4846,5566,1,"1"
328,84,45349.89,237846.61,8,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
5732,2075,835529.1,4532609,243,"4"
27,7,3108.273,9233.939,0,"1"
17,2,3067.3506,10603,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
195,52,26312.64,94764,7,"1"
0,0,0,0,0,"1"
4,0,471.54938,6370,0,"1"
0,0,0,0,0,"1"
5,0,627.5634,1871,0,"1"
0,0,0,0,0,"1"
130,37,14259.978,69664.72,7,"1"
0,2,100.399994,20717,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
20,0,2055.7642,6198.856,0,"1"
0,0,0,0,0,"1"
287,83,38739.14,147291.39,16,"1"
0,0,0,0,0,"1"
2,0,214.02402,464,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
519,236,86712.91,326242,23,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
172,41,25757.56,90276.49,4,"1"
379,23,45667.582,144327.81,4,"1"
0,0,0,0,0,"1"
1434,386,198866.88,512260.47,39,"1"
4106,1375,601617.8,1821754.1,206,"2"
77,21,9231.42,43244.02,4,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
189,41,23554.977,78991.266,8,"1"
0,0,0,0,0,"1"
568,145,76693.63,337689,9,"1"
0,0,0,0,0,"1"
38,0,4267.8022,12679,1,"1"
0,0,0,0,0,"1"
2559,835,349455.47,1418627,81,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
357,52,44063.492,124694.195,17,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
2793,986,403544.75,2035358.8,128,"2"
8,1,1206.8455,3790.3562,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
992,448,171984.34,1500611.9,72,"2"
0,0,0,0,0,"1"
703,198,95555.48,259321,28,"1"
0,0,0,0,0,"1"
158,0,17401.72,45427,3,"1"
0,0,0,0,0,"1"
404,129,61802.887,195502,14,"1"
5,1,1460.8286,2881,0,"1"
45,8,4645.548,14533.193,1,"1"
0,0,0,0,0,"1"
0,0,41.12223,1525,0,"1"
0,0,0,0,0,"1"
1442,601,192036.34,691561.3,80,"2"
2,0,141.025,379,0,"1"
225,61,33255.47,188788.11,5,"1"
134,5,12755.768,25497.822,1,"1"
1476,2,142799.81,298042.62,28,"1"
0,0,0,0,0,"1"
1886,710,279981.97,1494917.5,118,"2"
0,0,0,0,0,"1"
709,154,94051.04,249880.06,9,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
6278,1863,880889.75,2482709.5,158,"2"
0,0,0,0,0,"1"
0,0,104.48999,229,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
430,61,62550.645,114466,3,"1"
0,0,0,0,0,"1"
26,5,2989.8518,13953,0,"1"
0,0,0,0,0,"1"
88,0,8881.814,26197,0,"1"
0,0,0,0,0,"1"
2044,205,194091.5,476294.5,114,"1"
0,0,0,0,0,"1"
2,0,126.26131,835,0,"1"
0,0,0,0,0,"1"
193,0,24735.195,92983,1,"1"
414,0,41076.844,83525,6,"1"
777,287,127636,439268,28,"1"
0,0,186.625,3312,0,"1"
15,3,1907.932,11491.229,0,"1"
0,0,0,0,0,"1"
478,2,62075.867,324544.38,6,"1"
0,0,0,0,0,"1"
212,64,30234.566,149046.61,11,"1"
0,0,0,0,0,"1"
374,77,49155.17,175347.52,7,"1"
8,1,1179.1664,5800.1265,0,"1"
35,1,3980.4883,13464.304,0,"1"
23,0,2710.348,13391.994,1,"1"
1023,356,158612.52,817989.4,52,"1"
78,29,11302.1045,62490.594,5,"1"
3135,535,379592.03,608297.4,131,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
17953,5062,2180914,3428107.2,802,"4"
2392,608,266610.6,201665.16,4,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
240,68,31396.516,142473.67,12,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
123,8,14087.556,25314.176,2,"1"
0,0,0,0,0,"1"
20021,6555,2426174.2,4737991,342,"3"
0,0,0,0,0,"1"
3383,1095,476137.6,1984625,154,"2"
0,0,0,0,0,"1"
71,6,9461.772,58544.473,1,"1"
0,0,0,0,0,"1"
8996,3157,1297702.6,6836987,460,"4"
0,0,0,0,0,"1"
1432,281,181710.33,530168.7,30,"1"
1,0,88.034,843.519,0,"1"
55,0,6053.2695,12627.888,1,"1"
0,0,0,0,0,"1"
16110,5494,2253514.5,10449658,661,"3"
332,69,38567.207,50696.41,4,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1464,449,201459.77,364364,37,"1"
3931,1203,544052.6,1517065.2,104,"2"
370,81,51838.066,256640.42,11,"1"
0,0,0,0,0,"1"
226,31,31045.994,174730.1,4,"1"
0,0,0,0,0,"1"
4104,1074,596711.9,2581806,176,"2"
0,0,0,0,0,"1"
7,3,1287.6047,12329,0,"1"
0,0,0,0,0,"1"
17,0,2495.1172,18197,0,"1"
0,0,0,0,0,"1"
4983,1736,757190.56,2957787,217,"2"
9,3,1679.1796,12093,1,"1"
14,7,2460.4136,8495,1,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
1983,662,271605.9,1555488.1,123,"2"
0,0,0,0,0,"1"
265,76,34073.38,112989.65,7,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
3735,1580,538902.44,1213064.9,88,"2"
2940,832,427761.56,1147622.4,72,"2"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
78,28,10622.639,34943.582,0,"1"
0,0,0,0,0,"1"
307,3,33651.7,99675.69,13,"1"
0,0,0,0,0,"1"
1025,270,135313.34,457198.44,46,"1"
0,0,0,0,0,"1"
20,1,2208.6614,5412.2227,1,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
0,0,0,0,0,"1"
455,120,67805.984,325970.7,32,"1"
0,0,0,0,0,"1"
0,0,0,793,0,"1"
