cluster,accountId,assists,boosts,dBNOs,dailyKills,dailyWins,damageDealt,days,headshotKills,heals,killPoints,kills,longestKill,longestTimeSurvived,losses,maxKillStreaks,mostSurvivalTime,rankPoints,rankPointsTitle,revives,rideDistance,roadKills,roundMostKills,roundsPlayed,suicides,swimDistance,teamKills,timeSurvived,top10s,vehicleDestroys,walkDistance,weaponsAcquired,weeklyKills,weeklyWins,winPoints,wins,level,season
2,account.9eee4cd6973549919442d9d813c2e947,288,2621,791,26,0,134595.69,30,156,1458,0,728,439.5593,1640,605,3,1640,0,NA,186,1073677.2,15,14,625,14,520.00024,9,516631,261,58,515281.38,5301,50,0,0,40,Pro,n-3
3,account.0afb3f377e394e9cadaea516515c4956,0,4,12,0,0,1495.92,2,1,1,0,16,97.9577,783,4,4,783,0,NA,0,0,0,13,5,1,0,0,1659,1,0,3074.2383,25,16,1,0,1,Beginner,n-3
4,account.a32217e83b104e84aada31a6b27ec929,141,2354,656,6,1,96968.8,44,218,884,0,660,558.3737,1645,428,4,1645,0,NA,110,794055.6,9,12,461,7,1917.3611,1,440703,235,14,525947.3,3897,6,1,0,43,Intermediate,n-3
4,account.4d74ed673f954239805a5300909a105b,4,10,16,21,2,1687.4601,1,5,3,0,21,258.79526,1346,2,3,1346,0,NA,2,8477.908,8,13,3,0,0,0,2951,2,1,2415.0884,25,21,2,0,2,Intermediate,n-3
3,account.db636c0bc2414693b7a56d3747bd6736,34,121,84,3,0,13268.675,11,16,97,0,78,548.95703,1546,33,2,1546,0,NA,21,126655.445,6,11,37,2,0,1,39443,23,6,57105.176,304,3,0,0,4,Beginner,n-3
3,account.0064a009df4d4ba0abe976298d907c1c,13,62,73,33,1,10256.203,4,30,51,0,99,345.1218,1471,12,4,1471,0,NA,9,20832.9,1,18,14,0,0,0,11207,7,0,12472.711,131,33,1,0,2,Beginner,n-3
4,account.ec1384b2b55449cbaa6b83b488a7fb91,1,11,4,2,0,387.9029,1,1,7,0,2,78.09444,977,2,1,977,0,NA,1,3101.4905,0,2,2,0,0,0,1877,1,0,808.14404,16,2,0,0,0,Intermediate,n-3
4,account.a97bf3bcbac645d68cb9bd68f92fd2f2,71,493,296,23,1,42464.7,26,60,277,0,319,375.762,1749,147,4,1749,0,NA,54,162882.2,10,22,157,1,359.30762,1,108534,51,3,127772.38,992,43,1,0,11,Intermediate,n-3
3,account.fd21a686bae84f368be9940c9d66fa46,45,185,129,10,1,15803.374,11,35,123,0,136,229.1819,1569,50,4,1569,0,NA,16,126929.82,6,13,57,1,157.60864,0,50199,30,0,67401.7,317,10,1,0,8,Beginner,n-3
3,account.62fac430f1434d7e99f3dd38250de202,0,7,2,2,0,541.71124,2,2,12,0,2,82.156815,1011,2,1,1011,0,NA,4,347.5705,0,2,2,0,0,0,1441,1,0,2461.3247,18,2,0,0,0,Beginner,n-3
3,account.3c3855a062ad44e786532a027f6c56f1,1,27,9,0,0,1410.8793,3,2,12,0,11,208.96988,1282,7,2,1282,0,NA,2,7143.266,0,5,7,0,0,0,5543,4,0,6326.6514,51,0,0,0,0,Beginner,n-3
3,account.64190e6deb894137ad2847a6b0cc726f,1,23,6,0,0,807.96497,4,2,23,0,7,107.04369,1341,6,1,1341,0,NA,3,16386.705,0,2,6,0,262.89157,0,5230,3,0,6027.092,43,0,0,0,0,Beginner,n-3
3,account.c98d0911d42b49c19e442848cc0323cc,8,57,38,8,1,4952.123,3,14,46,0,48,263.75644,1556,7,2,1556,0,NA,10,27650.373,0,10,11,0,0,0,13217,10,0,16193.49,98,8,1,0,5,Beginner,n-3
3,account.7cc00f21b75a41e490ae98582282a0ba,13,50,55,19,0,8307.186,8,13,72,0,60,305.99698,1649,37,4,1649,0,NA,6,49061.688,0,7,38,0,86.45359,0,29519,9,0,47343.65,232,37,0,0,1,Beginner,n-3
3,account.9d0e5e376f564a7eb61eef95bbdc3e3f,7,50,49,2,0,6078.334,8,11,22,0,40,234.3065,1398,22,3,1398,0,NA,6,17678.61,0,7,22,0,0,0,10169,7,0,13481.87,132,4,0,0,1,Beginner,n-3
3,account.32ecece94a754c598c6d346c2c65e9c0,2,6,21,10,1,2801.0862,3,12,9,0,26,210.87808,1411,3,4,1411,0,NA,4,22653.635,6,10,4,0,0,0,4408,3,0,3425.5688,37,10,1,0,1,Beginner,n-3
3,account.6411c9d79e6e41a299b0f1bcb37bc132,0,2,0,0,0,167.99857,1,0,0,0,0,0,486,1,0,486,0,NA,1,0,0,0,1,0,0,0,486,0,0,456.11008,8,0,0,0,0,Beginner,n-3
3,account.df5f744901904569ab78c238e787d64a,0,4,0,0,0,86.19468,1,0,7,0,0,0,530,1,0,530,0,NA,0,0,0,0,1,0,0,0,530,0,0,251.17587,4,0,0,0,0,Beginner,n-3
3,account.8853234dad454306a90aeb88748b1159,2,5,5,1,0,566.60876,2,2,3,0,5,168.51312,1356,1,1,1356,0,NA,0,1269.307,0,4,2,1,0,0,1767,1,0,2770.2068,15,1,0,0,1,Beginner,n-3
3,account.e114a6e450e24afda101846df05fd72a,0,2,1,2,0,199.99998,1,0,1,0,2,32.787872,572,1,2,572,0,NA,0,0,0,2,1,0,0,0,572,0,0,706.4059,4,2,0,0,0,Beginner,n-3
4,account.20eba6d3faba4df3a7d9cf24d4d9a050,1,11,18,20,0,2277.0596,1,5,25,0,20,150.429,1443,4,3,1443,0,NA,3,6344.242,0,11,4,0,0,0,3457,2,0,5162.132,28,20,0,0,0,Intermediate,n-3
3,account.112c849acfc6434d9208761782cf0b07,0,0,0,0,0,0,1,0,0,0,0,0,89,1,0,89,0,NA,0,0,0,0,1,0,0,0,89,0,0,0,0,0,0,0,0,Beginner,n-3
2,account.0b04eaecc4ec4d38b9ffbce1f237c30a,109,316,295,28,2,43533.953,9,102,328,0,313,455.39133,1613,65,4,1613,0,NA,31,114374.336,0,18,76,0,18.040977,1,56538,33,9,61431.168,667,28,2,0,15,Pro,n-3
3,account.bd108cf95eca4ec5a2ed58bf4679f969,0,8,37,29,0,4121.8057,2,12,4,0,51,204.10095,1104,4,7,1104,0,NA,0,23335.492,10,22,4,0,0,0,3082,1,0,2733.9482,28,29,0,0,0,Beginner,n-3
3,account.8011e84f99034a629ce40678ee3e7a00,0,1,0,0,0,0,1,0,8,0,0,0,866,1,0,866,0,NA,0,1192.0371,0,0,1,1,0,0,866,0,0,4023.443,0,0,0,0,0,Beginner,n-3
4,account.442dd1132909423688aa39291e639442,1,11,20,0,0,2059.7766,2,7,1,0,24,289.75684,1242,3,3,1242,0,NA,0,6203.62,4,18,3,0,0,0,3113,2,0,5286.5625,24,0,0,0,0,Intermediate,n-3
4,account.4f63fcae21674665a111660180735077,17,53,65,0,0,8761.329,4,18,48,0,92,409.4887,1450,7,4,1450,0,NA,8,45837.047,6,16,11,1,58.11549,0,13308,9,1,21145.168,78,0,0,0,5,Intermediate,n-3
3,account.551215f8211b411e80f60b0de1bbb0fc,4,3,4,3,0,691.8215,1,2,2,0,3,22.005844,517,1,1,517,0,NA,1,0,0,3,1,0,0,0,517,0,0,647.82153,7,3,0,0,0,Beginner,n-3
3,account.18b5c828ce3d41fda36f7e2ce60e3a8b,1,0,1,2,0,102.43201,1,0,1,0,2,18.782999,294,1,1,294,0,NA,1,0,0,2,1,0,0,0,294,0,0,222.60109,2,2,0,0,0,Beginner,n-3
4,account.c950331db6b64e2cbf1c36345af7aa89,15,282,390,2,0,44626.965,39,127,130,0,485,536.08307,1502,77,4,1502,0,NA,7,164723.92,17,25,77,15,642.095,0,62931,32,3,94475.266,609,10,0,0,1,Intermediate,n-3
4,account.23d6d70f37094b11b0e847fb0864320b,2,8,9,7,2,1070.5691,3,4,8,0,9,303.336,1307,3,2,1307,0,NA,0,4059.932,0,6,4,0,0,0,2773,3,0,2588.0405,30,9,2,0,2,Intermediate,n-3
4,account.89dca98753ef41f99e861bf80eb31a0e,136,967,362,7,0,54197.125,22,58,1027,0,307,419.63614,1680,388,3,1680,0,NA,87,534341.5,6,11,394,12,2297.2097,7,303116,182,16,327709.53,3370,23,1,0,21,Intermediate,n-3
3,account.29b86eb19c2a47ba99e81e172bb4b173,8,86,31,1,0,4502.6357,4,9,63,0,31,248.4702,1463,38,2,1463,0,NA,11,30532.428,0,4,38,0,5.090659,1,20628,5,0,23507.125,245,17,0,0,0,Beginner,n-3
4,account.05b1be9ac2124a48a4f93d6b4f7b6ede,8,53,21,0,0,3420.2979,4,10,43,0,26,191.47455,1460,11,3,1460,0,NA,3,19353.555,0,13,11,0,0,0,9228,7,0,11930.951,96,0,0,0,1,Intermediate,n-3
3,account.a2f32d0409404541a7c846c6840c5baa,3,12,3,4,1,550.56946,1,0,15,0,4,149.2686,1330,8,1,1330,0,NA,0,6230.335,0,2,8,0,0,0,7312,4,0,10672.039,33,4,1,0,1,Beginner,n-3
3,account.83025ab6975d4d3ba85db721890c563c,13,38,31,19,2,3979.4846,3,8,33,0,34,222.79724,1473,22,2,1473,0,NA,4,56158.273,1,7,24,0,49.851578,1,20511,10,0,31217.13,127,34,2,0,2,Beginner,n-3
1,account.58068faf226043d18d7514d2d11790ef,523,1714,1312,60,4,201855.78,33,237,1308,0,1215,480.0885,1737,499,4,1737,0,NA,213,1133440.1,8,14,532,1,153.7644,8,437943,278,46,472410.62,4062,308,16,0,62,Good,n-3
3,account.91fc86df404b4de6b9157c1f907359f2,2,31,12,0,0,950.3807,9,2,18,0,12,251.69415,1417,15,2,1417,0,NA,1,31813.707,0,6,15,2,230.39029,1,14325,4,1,14754.887,75,0,0,0,0,Beginner,n-3
4,account.11032bff6a61482ab2e7ddaa619b64a8,112,446,206,1,0,35399.84,24,58,372,0,216,321.19812,1655,202,3,1655,0,NA,69,457405.34,11,6,211,6,476.12582,1,178055,89,22,144315.36,1383,1,0,0,13,Intermediate,n-3
3,account.09ceb91ad6104a32b40898a5d595f7df,97,849,283,9,0,40309.305,26,72,601,0,266,473.40536,1596,307,3,1596,0,NA,83,390563.5,4,9,314,4,1002.4373,4,235938,120,6,305897.34,1717,15,1,0,13,Beginner,n-3
3,account.e262e7deaa8045098437f4204ebdffc5,66,367,209,2,1,27468.783,21,97,425,0,258,450.24564,1582,94,3,1582,0,NA,39,442912.22,19,14,111,3,155.9546,5,112751,61,3,126003.234,787,2,1,0,17,Beginner,n-3
4,account.615e5ad61fd64d44af90803346096048,17,120,146,11,0,21495.51,11,54,60,0,228,413.62567,1508,11,5,1508,0,NA,5,95031.61,13,19,24,0,96.237404,0,29007,21,5,51951.145,261,11,0,0,15,Intermediate,n-3
3,account.cc2f2f1b34b443dabe67eab629331842,16,83,28,9,0,5016.65,5,5,65,0,34,234.30643,1494,41,2,1494,0,NA,6,58408.445,0,6,43,2,314.46417,1,37418,20,1,62190.363,244,19,1,0,2,Beginner,n-3
4,account.08c5f3e1e1844396ba8f68e2102e4f41,103,580,207,42,1,30491.7,19,48,336,0,194,424.41074,1555,176,3,1555,0,NA,112,550431.2,7,11,181,4,169.44366,1,156187,91,16,179452.25,1313,53,1,0,8,Intermediate,n-3
3,account.ee53fb1bb3d44a2d902c207eaacdc130,6,75,32,5,0,2937.2146,15,6,48,0,24,213.47101,1422,49,2,1422,0,NA,16,38193.13,2,3,49,0,7.4215283,2,34021,15,0,36721.28,292,6,0,0,0,Beginner,n-3
4,account.4497a9193bef4ec698886e0bc917f95a,96,578,150,23,4,29162.84,19,41,307,0,155,422.35068,1660,180,3,1660,0,NA,57,307588.12,0,8,183,3,669.85406,1,153777,89,5,233440.92,1179,25,4,0,11,Intermediate,n-3
4,account.af881e7525e442b7a5f7d5417932f793,73,339,171,21,3,25334.387,13,37,238,0,206,262.88608,1570,143,9,1570,0,NA,47,165155.3,6,20,150,1,846.43396,0,99724,68,2,142518.23,901,21,3,0,12,Intermediate,n-3
3,account.67923ee3f92a43109bad14dd5e17e204,5,49,22,16,2,2959.776,5,10,8,0,25,233.19719,1476,15,3,1476,0,NA,3,18634.719,0,6,17,0,0,0,13794,6,0,12274.046,136,16,2,0,2,Beginner,n-3
4,account.8cbf09828adc4218bd4a94e42e109e92,303,2586,800,30,1,129412.945,33,201,1785,0,739,463.86465,1659,648,4,1659,0,NA,206,1071364.4,7,10,670,12,1383.5452,10,539584,291,27,536457.25,5775,102,1,0,32,Intermediate,n-3
4,account.8fca7c2a701949879c3ddf7176dd0622,149,795,459,31,1,65919.22,15,102,582,0,459,415.1825,1661,346,5,1661,0,NA,89,463240.8,17,24,355,4,2579.9773,2,231573,100,9,282342.84,2158,65,1,0,13,Intermediate,n-3
3,account.472b6a9fbeca4a1ba6b402f5753a0558,0,2,0,0,0,118,2,1,6,0,1,11.977154,936,2,1,936,0,NA,0,294.4231,0,1,2,0,0,0,1540,1,0,2905.4268,12,0,0,0,0,Beginner,n-3
4,account.d4c6ce896bd048988af504c81ddb5505,24,237,114,2,0,18463.998,9,28,147,0,107,323.82114,1623,83,4,1623,0,NA,18,65743.164,0,7,84,0,1313.1975,1,65473,32,6,85541.72,607,2,0,0,3,Intermediate,n-3
3,account.ef30bfcd990549a6b7842bf91ca40991,20,111,72,2,0,11550.4375,10,22,169,0,81,184.10617,1586,80,3,1586,0,NA,26,125241.69,6,9,80,3,633.3363,0,65557,32,0,80003.44,492,2,0,0,4,Beginner,n-3
4,account.ae82d83f8bf44173a63c7b7a79ece544,95,1030,345,2,0,53016.492,25,93,413,0,348,451.6221,1639,246,4,1639,0,NA,94,446374.75,14,14,253,3,699.22516,4,179945,81,8,202891.69,1869,2,0,0,7,Intermediate,n-3
3,account.a5611244f4204085ba5fea5ca50f58fb,49,249,118,8,0,21136.66,13,25,369,0,86,217.805,1575,150,2,1575,0,NA,25,190712.9,1,5,152,4,156.91951,2,106973,43,4,121577.15,848,8,0,0,5,Beginner,n-3
4,account.0e733ecfdd3f42d9aa8366fbdf548b9c,167,1076,549,20,0,77568.66,32,85,698,0,472,319.28967,1642,485,4,1642,0,NA,135,332700,4,8,489,5,281.80902,5,241661,104,8,257658.1,2490,50,0,0,7,Intermediate,n-3
4,account.dad10ad553e242ec9930ab817919d517,107,1159,181,2,0,25772.686,29,45,725,0,174,355.923,1738,436,3,1738,0,NA,97,455621.38,0,7,446,6,2442.7498,6,318634,186,4,396339.16,2092,6,0,0,19,Intermediate,n-3
3,account.89425e72809d4c48b7c8a2da6c73096c,11,64,18,0,0,2154.7603,3,6,41,0,14,208.72258,1673,22,3,1673,0,NA,4,26624.957,0,4,22,0,26.299088,0,18494,11,0,12277.631,148,0,0,0,1,Beginner,n-3
4,account.cdd408d7a9b94280aa8a20f7e09a2eb1,8,86,49,11,0,6904.279,6,9,64,0,46,303.9184,1631,22,3,1631,0,NA,9,38599.617,0,6,23,1,89.95122,0,25589,22,3,29857.547,212,11,0,0,2,Intermediate,n-3
2,account.426b65387cfe4547a22016a0f9b8964d,87,480,301,27,2,46105.598,28,89,248,0,345,336.35367,1655,98,5,1655,0,NA,44,302976.1,18,16,117,0,118.97041,3,112556,73,22,117896.16,1165,68,4,0,25,Pro,n-3
4,account.61e8a56338ac4ee1a47f4bb2042a2ace,7,65,24,14,0,2710.263,6,2,94,0,20,307.62283,1562,14,2,1562,0,NA,9,26291.158,1,5,14,2,0,0,11877,7,3,9462.678,136,14,0,0,0,Intermediate,n-3
4,account.c433e392b41c44d4899cddea70c5f323,14,74,21,0,0,4281.2075,5,3,57,0,13,215.26508,1470,39,2,1470,0,NA,9,35535.83,1,4,39,0,4.860625,0,23681,8,0,26641.352,197,7,0,0,0,Intermediate,n-3
3,account.3ed696bf52f44ae2b583ee69dd686b33,0,4,1,0,0,29.811594,1,0,0,0,0,0,936,1,0,936,0,NA,0,725.7723,0,0,1,1,0,1,936,0,0,1025.9773,4,0,0,0,0,Beginner,n-3
3,account.ba9c17d87d2c4d72869046b8e3ca8548,10,40,16,0,0,2929.8696,5,7,20,0,17,343.43347,1589,17,2,1589,0,NA,4,21791.861,0,5,17,0,0,0,14440,7,0,17493.965,96,0,0,0,1,Beginner,n-3
3,account.f60987b088a7454589862d455bf8d88e,43,436,129,10,1,19093.445,29,31,258,0,102,289.32642,1557,141,3,1557,0,NA,31,245163.61,2,5,143,1,38.367317,1,106229,47,3,131737.58,1135,10,1,0,3,Beginner,n-3
4,account.22cc0889a8e44154aeeb674e3da6af4c,12,116,53,26,1,8463.889,4,15,44,0,59,384.8982,1593,32,3,1593,0,NA,10,34786.785,1,6,34,1,188.03653,0,28334,15,2,36455.934,237,26,1,0,2,Intermediate,n-3
3,account.5109fda8c1b941ab8426298b0f5b9f53,34,688,152,6,1,22390.459,29,39,407,0,146,416.78778,1624,138,4,1624,0,NA,53,208058.11,2,7,144,4,650.1311,2,113975,59,6,139735.08,1325,6,1,0,6,Beginner,n-3
4,account.c09b08e7ae7b4ef1bfc5920e5db333f0,37,174,84,8,0,13200.405,8,17,164,0,67,191.822,1499,70,2,1499,0,NA,16,90871.83,0,6,70,1,17.109264,0,47995,24,4,40913.957,534,14,0,0,0,Intermediate,n-3
3,account.02d503a5d1cd4dfea156b5ee4adc444e,21,87,56,9,0,8892.616,4,22,59,0,68,307.5803,1648,27,4,1648,0,NA,7,48751.26,0,8,27,0,15.726123,0,23636,14,0,34891.273,232,24,0,0,0,Beginner,n-3
4,account.cebbdf5336344ab3ade60fd3adb30928,32,245,58,15,0,8130.525,6,10,128,0,43,402.6434,1622,77,2,1622,0,NA,15,136903.69,1,4,77,0,19.272463,3,54920,25,1,60532.836,507,24,0,0,1,Intermediate,n-3
4,account.e3c1ea68c142488a879c70ce40e258ea,20,158,82,0,0,10586.521,6,15,153,0,67,202.99562,1474,57,4,1474,0,NA,18,99688.984,0,8,57,2,193.30438,0,38620,20,7,31457.297,393,0,0,0,0,Intermediate,n-3
4,account.8f8aecebc1e24a22b1bed6bdf8c325a6,5,39,22,8,0,3738.3936,3,7,46,0,17,441.86536,1570,14,2,1570,0,NA,3,33550.742,0,4,14,0,0,0,12847,6,0,17606.709,112,17,0,0,0,Intermediate,n-3
4,account.868b3568006042ac9f85124e9711f21c,11,70,41,21,1,6841.734,4,10,40,0,42,276.08987,1593,32,3,1593,0,NA,9,29097.076,0,8,34,1,45.816345,0,26895,15,1,38915.414,237,21,1,0,2,Intermediate,n-3
4,account.2e9c2758d169454c85d37b47c8d2e293,195,846,597,16,0,85820.32,38,125,859,0,585,418.27066,1655,434,4,1655,0,NA,117,370046.66,7,9,443,5,318.60266,1,247729,96,14,232218.17,2731,39,0,0,15,Intermediate,n-3
4,account.6893422828094b22a1b1128563bf456c,109,650,341,2,0,52149.84,16,71,777,0,328,413.6443,1623,263,4,1623,0,NA,88,394374.2,10,12,269,4,1315.4863,0,213793,111,17,209177.95,1706,2,0,0,12,Intermediate,n-3
3,account.8a24fa6a5ef44a3ea1fa57909213ae8c,1,4,0,0,0,0,1,0,0,0,0,0,962,1,0,962,0,NA,1,3224.1707,0,0,1,0,0,0,962,0,0,1501.1066,8,0,0,0,0,Beginner,n-3
3,account.a5077fca1e92446c87fed676c9af62b4,33,328,71,12,0,10603.189,5,12,160,0,63,396.87234,1557,71,2,1557,0,NA,28,137379.97,1,4,74,0,363.48975,0,68498,42,1,84554.914,463,54,4,0,5,Beginner,n-3
3,account.5bcbf23305ac454982e1e19fc0495fa0,27,135,49,1,1,6839.686,16,10,154,0,54,371.9611,1554,56,2,1554,0,NA,15,200651.53,3,7,63,1,494.33374,1,55481,27,1,64592.195,418,1,1,0,8,Beginner,n-3
3,account.b4b135c46fab422fb8ffaf8dd23988fc,3,3,3,5,0,478.18228,1,1,1,0,5,18.772682,858,1,1,858,0,NA,0,0,0,5,1,0,0,0,858,1,0,329.71777,14,5,0,0,0,Beginner,n-3
4,account.f03eabe12bfe4ab28c0f78e10345f453,123,1247,417,0,0,57155.78,46,109,687,0,403,406.84415,1686,353,4,1686,0,NA,95,496498.94,10,9,360,7,377.1064,7,277410,141,15,313720.62,2955,0,0,0,15,Intermediate,n-3
3,account.715690f3ba7d4ed8bff000aad443dc29,94,445,308,27,0,45509.79,26,61,335,0,288,316.67795,1623,203,4,1623,0,NA,65,283685.97,4,8,203,2,402.3842,0,151516,84,4,188342.06,1445,27,0,0,4,Beginner,n-3
4,account.8cb9906368e34758841d8ec0e406e0d6,28,181,116,4,0,16869.24,8,26,148,0,90,244.96109,1619,62,3,1619,0,NA,27,71513.42,0,7,62,1,754.9369,4,44075,21,1,52593.29,539,12,0,0,0,Intermediate,n-3
3,account.26b37f945d7f4e4d937b38d467287a94,1,0,0,1,0,72.77928,1,1,0,0,1,49.57307,540,1,1,540,0,NA,0,63.480732,0,1,1,0,0,0,540,0,0,960.5041,6,1,0,0,0,Beginner,n-3
4,account.5fad028cf6c64ba9a3b2a98a500978d8,23,181,97,9,0,18033.842,10,26,163,0,98,341.86505,1537,59,3,1537,0,NA,18,126945.14,0,6,61,0,121.97477,0,52207,38,2,70602.25,556,11,0,0,2,Intermediate,n-3
4,account.5d2b4ca9499a4331a9a8201a99a3b7c6,91,341,193,4,0,29287.65,27,51,414,0,166,401.77454,1611,196,3,1611,0,NA,60,327801.53,1,8,198,1,676.1458,1,143761,65,4,134391.17,1226,27,1,0,6,Intermediate,n-3
4,account.8c67fba2ca25410a9fbf76642a91eb5c,12,42,21,4,0,3446.363,6,6,28,0,19,397.6063,1633,19,2,1633,0,NA,10,35956.945,0,3,21,1,3.6361675,0,21606,19,0,25640.967,149,4,0,0,3,Intermediate,n-3
3,account.304689f11f4f4fc4ade0fb070e37d4b3,18,242,114,6,1,15786.753,17,18,239,0,84,272.82635,1570,103,3,1570,0,NA,43,146332.5,0,7,107,4,413.01907,2,79738,42,3,84494.05,790,6,1,0,4,Beginner,n-3
2,account.751da681142c4881a33882e1930f7b78,157,1129,367,16,0,59882.645,35,100,580,0,366,318.79337,1559,254,4,1559,0,NA,120,143804.16,0,9,269,0,304.0631,2,226078,173,4,386388.16,1965,16,0,0,22,Pro,n-3
2,account.73f6cf635ecc4e5ea89cda38e9bbdf9b,77,724,223,4,0,32343.95,27,63,334,0,193,571.8319,1631,164,3,1631,0,NA,57,263499.34,3,8,169,1,111.06665,1,132481,69,11,130048.055,1499,4,0,0,8,Pro,n-3
4,account.f749e041ccdb48b1a2b7c49a86c3bb70,144,1267,402,27,2,62074.117,25,91,408,0,399,354.54813,1658,244,4,1658,0,NA,74,757553.4,13,9,255,4,107.81033,3,213076,123,15,244875.16,2202,27,2,0,12,Intermediate,n-3
3,account.8ff1ce2001f544bcbbae63167f778717,10,43,23,0,0,3682.3235,3,5,32,0,21,349.85397,1259,18,1,1259,0,NA,7,8033.631,0,6,20,0,0,0,10198,7,0,17646.758,93,0,0,0,2,Beginner,n-3
2,account.47908005d2aa43d4bc7400202c5e1870,235,1398,663,0,0,100628.125,23,114,972,0,609,347.6179,1590,598,4,1590,0,NA,170,420573.3,2,10,607,5,2837.487,0,341936,174,10,422408.72,3565,0,0,0,16,Pro,n-3
3,account.197d647b443a47b3a2b0f3d4282cc213,0,8,3,2,0,335.5003,1,0,2,0,2,28.104507,844,1,1,844,0,NA,1,645.9716,0,2,1,0,0,0,844,1,0,426.02206,15,2,0,0,0,Beginner,n-3
3,account.0a59b14f73be498cbe5a45c8d6283722,7,47,34,0,0,3842.9263,6,8,17,0,39,245.04681,1339,18,5,1339,0,NA,3,26114.416,9,11,19,2,0,0,12528,5,0,9044.477,121,0,0,0,1,Beginner,n-3
3,account.f0ea0903a137421b84ee1b22630b948b,16,115,40,10,1,5229.4766,8,9,99,0,38,278.85883,1649,56,2,1649,0,NA,9,86673.71,0,4,59,2,1195.816,0,50782,23,0,68677.41,410,10,1,0,7,Beginner,n-3
4,account.68395547756c4f3a88a3d52f4190276c,138,743,441,1,0,65914.36,27,95,633,0,435,334.59067,1664,374,3,1664,0,NA,117,308296.4,5,8,378,10,420.7253,7,212522,97,9,293303.25,2181,57,0,0,10,Intermediate,n-3
3,account.ce933577069c430388204bf0b3cb3810,0,10,7,3,0,985.11194,2,2,8,0,7,195.03748,1014,2,1,1014,0,NA,0,195.93434,0,4,2,0,0,0,1820,0,0,2065.849,15,3,0,0,0,Beginner,n-3
3,account.5448e6db377949eb8608d1db1cd008cf,180,717,440,13,1,64969.91,32,105,564,0,382,349.85187,1646,343,4,1646,0,NA,144,891169.56,26,13,362,2,1992.2267,5,358079,185,9,470090.16,2641,13,1,0,22,Beginner,n-3
3,account.b417bd636063489e8cda5adc4e8f80ee,2,17,6,0,0,668.67,2,2,8,0,7,159.97768,1394,1,1,1394,0,NA,0,4405.032,0,4,3,0,0,0,4014,3,0,6601.5386,21,7,2,0,2,Beginner,n-3
3,account.70f3186beb604a5e9ec9c75f66d8a9b0,0,7,0,0,0,38.418747,1,0,3,0,0,0,1013,1,0,1013,0,NA,1,0,0,0,1,0,0,0,1013,0,0,1356.9346,8,0,0,0,0,Beginner,n-3
3,account.eb4d524977c54564b35950c5fbb555ee,0,0,0,0,0,0,1,0,0,0,0,0,69,1,0,69,0,NA,0,0,0,0,1,0,0,0,69,0,0,0,1,0,0,0,0,Beginner,n-3
3,account.6fb4b91327be465194bf6d14e87401bb,0,1,0,0,0,31.680002000000002,1,0,0,0,0,0,421,1,0,421,0,NA,0,1439.7809,0,0,1,0,0,0,421,0,0,628.8823,4,0,0,0,0,Beginner,n-3
3,account.b19530e1d58a4cbc9befca6f97db1e9f,45,334,295,7,0,38341.184,39,116,314,0,381,380.62888,1652,79,5,1652,0,NA,38,237201.17,52,27,93,3,467.33643,0,91099,61,4,100292.9,853,12,1,0,23,Beginner,n-3
3,account.88f93491ce344353a52bd5b192949163,36,240,50,0,0,9516.345,13,14,142,0,50,369.11255,1539,62,2,1539,0,NA,24,179177.98,0,7,65,5,1796.4149,0,70217,42,3,86601.555,475,16,2,0,6,Beginner,n-3
3,account.2cd2aa3580a845fda8694a17c4e3f52b,2,13,10,11,0,1014.81116,1,5,8,0,11,384.37567,1440,2,2,1440,0,NA,0,1295.5364,0,10,2,0,0,0,2554,2,0,4649.0415,16,11,0,0,0,Beginner,n-3
3,account.deacfd25fb1e497aa7395426ac456f41,1,24,11,16,0,1890.418,1,0,15,0,16,268.6268,1456,8,1,1456,0,NA,2,10590.747,1,9,8,0,94.58167,1,5918,2,1,4018.6804,52,16,0,0,0,Beginner,n-3
4,account.c5459d5a5302435da7258d377de715e4,144,1245,497,32,1,81881.68,38,124,1029,0,479,387.74765,1612,442,4,1612,0,NA,134,357726.66,1,10,448,2,474.70486,1,277816,127,3,286864.56,2981,32,1,0,7,Intermediate,n-3
3,account.dc0bde60adf442f1b74ce6cbbe897eb2,33,143,85,20,0,13334.391,11,17,166,0,76,484.40656,1460,71,4,1460,0,NA,11,67925.4,2,7,71,0,201.25677,0,42156,19,5,43997.734,431,20,0,0,1,Beginner,n-3
3,account.e12ec8ffd26348a5b1ed3aedc859b766,0,4,10,12,0,1562.3701,2,8,5,0,13,107.22767,796,9,3,796,0,NA,1,13742.56,1,3,9,4,24.973213,3,2881,0,0,2882.34,21,12,0,0,0,Beginner,n-3
3,account.0d5005a9ffc344509c96db07d8de6ab8,4,40,24,5,0,3441.0889,5,2,29,0,26,258.01978,1582,10,3,1582,0,NA,4,13900.462,0,7,11,0,0,0,8545,5,0,12252.984,103,5,0,0,1,Beginner,n-3
2,account.2ee5b13a15f645c28571a25bde6cc2c6,2,8,4,6,0,581.2788,1,0,7,0,6,134.54172,1026,4,3,1026,0,NA,1,907.89044,0,6,4,0,0,0,1777,2,0,3645.453,28,6,0,0,0,Pro,n-3
4,account.be09d43921274869b9f1f0209420d310,2,27,15,14,1,2108.603,6,3,38,0,16,217.67134,1391,15,3,1391,0,NA,1,22149.266,0,8,16,2,272.14862,0,14216,10,1,11124.791,58,15,1,0,1,Intermediate,n-3
